,onset,duration,description
0,2020-07-30 09:23:34.380455,1.756947098679639,BAD_test
1,2020-07-30 09:23:37.438433,2.3407428118485054,BAD_test
2,2020-07-30 09:23:40.379651,0.2112784485754009,BAD_test
